UNIVERSIDADE FEDERAL DO PIAUÍ;CIÊNCIA DA COMPUTAÇÃO;8,0;;;
UNIVERSIDADE FEDERAL DO PIAUÍ;CIÊNCIA DA COMPUTAÇÃO;1,6;;;
UNIVERSIDADE FEDERAL DO PIAUÍ;CIÊNCIA DA COMPUTAÇÃO;7,2;;;
UNIVERSIDADE FEDERAL DO PIAUÍ;CIÊNCIA DA COMPUTAÇÃO;8,8;;;
UNIVERSIDADE FEDERAL DO PIAUÍ;CIÊNCIA DA COMPUTAÇÃO;2,4;;;
UNIVERSIDADE FEDERAL DO PIAUÍ;CIÊNCIA DA COMPUTAÇÃO;1,6;;;
UNIVERSIDADE FEDERAL DO PIAUÍ;CIÊNCIA DA COMPUTAÇÃO;1,6;;;
UNIVERSIDADE FEDERAL DO PIAUÍ;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE FEDERAL DO PIAUÍ;CIÊNCIA DA COMPUTAÇÃO;1,6;;;
UNIVERSIDADE FEDERAL DE OURO PRETO;CIÊNCIA DA COMPUTAÇÃO;7,4;;;
UNIVERSIDADE FEDERAL DE OURO PRETO;CIÊNCIA DA COMPUTAÇÃO;14,7;;;
UNIVERSIDADE FEDERAL DE OURO PRETO;CIÊNCIA DA COMPUTAÇÃO;11,6;;;
UNIVERSIDADE FEDERAL DE OURO PRETO;CIÊNCIA DA COMPUTAÇÃO;8,4;;;
UNIVERSIDADE FEDERAL DE OURO PRETO;CIÊNCIA DA COMPUTAÇÃO;8,4;;;
UNIVERSIDADE FEDERAL DE OURO PRETO;CIÊNCIA DA COMPUTAÇÃO;2,1;;;
UNIVERSIDADE FEDERAL DE OURO PRETO;CIÊNCIA DA COMPUTAÇÃO;5,3;;;
UNIVERSIDADE FEDERAL DE OURO PRETO;CIÊNCIA DA COMPUTAÇÃO;1,1;;;
UNIVERSIDADE FEDERAL DE OURO PRETO;CIÊNCIA DA COMPUTAÇÃO;2,1;;;
UNIVERSIDADE FEDERAL DE OURO PRETO;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE FEDERAL DE SÃO CARLOS;CIÊNCIA DA COMPUTAÇÃO;7,9;;;
UNIVERSIDADE FEDERAL DE SÃO CARLOS;CIÊNCIA DA COMPUTAÇÃO;6,3;;;
UNIVERSIDADE FEDERAL DE SÃO CARLOS;CIÊNCIA DA COMPUTAÇÃO;7,9;;;
UNIVERSIDADE FEDERAL DE SÃO CARLOS;CIÊNCIA DA COMPUTAÇÃO;1,6;;;
UNIVERSIDADE FEDERAL DE SÃO CARLOS;CIÊNCIA DA COMPUTAÇÃO;3,2;;;
UNIVERSIDADE FEDERAL DE SÃO CARLOS;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE FEDERAL DE SÃO CARLOS;CIÊNCIA DA COMPUTAÇÃO;1,6;;;
UNIVERSIDADE FEDERAL DE SÃO CARLOS;CIÊNCIA DA COMPUTAÇÃO;3,2;;;
UNIVERSIDADE FEDERAL DE SÃO CARLOS;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE FEDERAL DE SÃO CARLOS;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE FEDERAL DE SÃO CARLOS;CIÊNCIA DA COMPUTAÇÃO;11,8;;;
UNIVERSIDADE FEDERAL DE SÃO CARLOS;CIÊNCIA DA COMPUTAÇÃO;14,7;;;
UNIVERSIDADE FEDERAL DE SÃO CARLOS;CIÊNCIA DA COMPUTAÇÃO;7,4;;;
UNIVERSIDADE FEDERAL DE SÃO CARLOS;CIÊNCIA DA COMPUTAÇÃO;4,4;;;
UNIVERSIDADE FEDERAL DE SÃO CARLOS;CIÊNCIA DA COMPUTAÇÃO;1,5;;;
UNIVERSIDADE FEDERAL DE SÃO CARLOS;CIÊNCIA DA COMPUTAÇÃO;5,9;;;
UNIVERSIDADE FEDERAL DE SÃO CARLOS;CIÊNCIA DA COMPUTAÇÃO;1,5;;;
UNIVERSIDADE FEDERAL DE SÃO CARLOS;CIÊNCIA DA COMPUTAÇÃO;4,4;;;
UNIVERSIDADE FEDERAL DE SÃO CARLOS;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE FEDERAL DE SÃO CARLOS;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE FEDERAL DE VIÇOSA;CIÊNCIA DA COMPUTAÇÃO;2,2;;;
UNIVERSIDADE FEDERAL DE VIÇOSA;CIÊNCIA DA COMPUTAÇÃO;8,9;;;
UNIVERSIDADE FEDERAL DE VIÇOSA;CIÊNCIA DA COMPUTAÇÃO;20,0;;;
UNIVERSIDADE FEDERAL DE VIÇOSA;CIÊNCIA DA COMPUTAÇÃO;13,3;;;
UNIVERSIDADE FEDERAL DE VIÇOSA;CIÊNCIA DA COMPUTAÇÃO;6,7;;;
UNIVERSIDADE FEDERAL DE VIÇOSA;CIÊNCIA DA COMPUTAÇÃO;4,4;;;
UNIVERSIDADE FEDERAL DE VIÇOSA;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE FEDERAL DE VIÇOSA;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE FEDERAL DE VIÇOSA;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE FEDERAL DE VIÇOSA;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE ESTADUAL DE LONDRINA;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE ESTADUAL DE LONDRINA;CIÊNCIA DA COMPUTAÇÃO;5,1;;;
UNIVERSIDADE ESTADUAL DE LONDRINA;CIÊNCIA DA COMPUTAÇÃO;2,6;;;
UNIVERSIDADE ESTADUAL DE LONDRINA;CIÊNCIA DA COMPUTAÇÃO;12,8;;;
UNIVERSIDADE ESTADUAL DE LONDRINA;CIÊNCIA DA COMPUTAÇÃO;5,1;;;
UNIVERSIDADE ESTADUAL DE LONDRINA;CIÊNCIA DA COMPUTAÇÃO;2,6;;;
UNIVERSIDADE ESTADUAL DE LONDRINA;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE ESTADUAL DE LONDRINA;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE ESTADUAL DE LONDRINA;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE ESTADUAL DE LONDRINA;CIÊNCIA DA COMPUTAÇÃO;2,6;;;
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;CIÊNCIA DA COMPUTAÇÃO;11,8;;;
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;CIÊNCIA DA COMPUTAÇÃO;16,0;;;
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;CIÊNCIA DA COMPUTAÇÃO;49,8;;;
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;CIÊNCIA DA COMPUTAÇÃO;1,3;;;
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;CIÊNCIA DA COMPUTAÇÃO;11,8;;;
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;CIÊNCIA DA COMPUTAÇÃO;0,4;;;
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;CIÊNCIA DA COMPUTAÇÃO;1,3;;;
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;CIÊNCIA DA COMPUTAÇÃO;0,4;;;
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE CATÓLICA DE PERNAMBUCO;CIÊNCIA DA COMPUTAÇÃO;18,0;;;
UNIVERSIDADE CATÓLICA DE PERNAMBUCO;CIÊNCIA DA COMPUTAÇÃO;23,7;;;
UNIVERSIDADE CATÓLICA DE PERNAMBUCO;CIÊNCIA DA COMPUTAÇÃO;5,8;;;
UNIVERSIDADE CATÓLICA DE PERNAMBUCO;CIÊNCIA DA COMPUTAÇÃO;8,6;;;
UNIVERSIDADE CATÓLICA DE PERNAMBUCO;CIÊNCIA DA COMPUTAÇÃO;8,6;;;
UNIVERSIDADE CATÓLICA DE PERNAMBUCO;CIÊNCIA DA COMPUTAÇÃO;1,4;;;
UNIVERSIDADE CATÓLICA DE PERNAMBUCO;CIÊNCIA DA COMPUTAÇÃO;2,2;;;
UNIVERSIDADE CATÓLICA DE PERNAMBUCO;CIÊNCIA DA COMPUTAÇÃO;1,4;;;
UNIVERSIDADE CATÓLICA DE PERNAMBUCO;CIÊNCIA DA COMPUTAÇÃO;2,2;;;
UNIVERSIDADE CATÓLICA DE PERNAMBUCO;CIÊNCIA DA COMPUTAÇÃO;1,4;;;
UNIVERSIDADE DE CAXIAS DO SUL;CIÊNCIA DA COMPUTAÇÃO;4,3;;;
UNIVERSIDADE DE CAXIAS DO SUL;CIÊNCIA DA COMPUTAÇÃO;5,8;;;
UNIVERSIDADE DE CAXIAS DO SUL;CIÊNCIA DA COMPUTAÇÃO;5,0;;;
UNIVERSIDADE DE CAXIAS DO SUL;CIÊNCIA DA COMPUTAÇÃO;10,1;;;
UNIVERSIDADE DE CAXIAS DO SUL;CIÊNCIA DA COMPUTAÇÃO;25,9;;;
UNIVERSIDADE DE CAXIAS DO SUL;CIÊNCIA DA COMPUTAÇÃO;15,8;;;
UNIVERSIDADE DE CAXIAS DO SUL;CIÊNCIA DA COMPUTAÇÃO;5,0;;;
UNIVERSIDADE DE CAXIAS DO SUL;CIÊNCIA DA COMPUTAÇÃO;3,6;;;
UNIVERSIDADE DE CAXIAS DO SUL;CIÊNCIA DA COMPUTAÇÃO;4,3;;;
UNIVERSIDADE DE CAXIAS DO SUL;CIÊNCIA DA COMPUTAÇÃO;3,6;;;
UNIVERSIDADE DO VALE DO RIO DOS SINOS;CIÊNCIA DA COMPUTAÇÃO;12,0;;;
UNIVERSIDADE DO VALE DO RIO DOS SINOS;CIÊNCIA DA COMPUTAÇÃO;13,9;;;
UNIVERSIDADE DO VALE DO RIO DOS SINOS;CIÊNCIA DA COMPUTAÇÃO;8,2;;;
UNIVERSIDADE DO VALE DO RIO DOS SINOS;CIÊNCIA DA COMPUTAÇÃO;13,9;;;
UNIVERSIDADE DO VALE DO RIO DOS SINOS;CIÊNCIA DA COMPUTAÇÃO;16,3;;;
UNIVERSIDADE DO VALE DO RIO DOS SINOS;CIÊNCIA DA COMPUTAÇÃO;7,2;;;
UNIVERSIDADE DO VALE DO RIO DOS SINOS;CIÊNCIA DA COMPUTAÇÃO;6,3;;;
UNIVERSIDADE DO VALE DO RIO DOS SINOS;CIÊNCIA DA COMPUTAÇÃO;4,8;;;
UNIVERSIDADE DO VALE DO RIO DOS SINOS;CIÊNCIA DA COMPUTAÇÃO;0,5;;;
UNIVERSIDADE DO VALE DO RIO DOS SINOS;CIÊNCIA DA COMPUTAÇÃO;2,4;;;
UNIVERSIDADE GAMA FILHO;CIÊNCIA DA COMPUTAÇÃO;5,4;;;
UNIVERSIDADE GAMA FILHO;CIÊNCIA DA COMPUTAÇÃO;7,1;;;
UNIVERSIDADE GAMA FILHO;CIÊNCIA DA COMPUTAÇÃO;28,6;;;
UNIVERSIDADE GAMA FILHO;CIÊNCIA DA COMPUTAÇÃO;58,0;;;
UNIVERSIDADE GAMA FILHO;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE GAMA FILHO;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE GAMA FILHO;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE GAMA FILHO;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE GAMA FILHO;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE GAMA FILHO;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE GAMA FILHO;CIÊNCIA DA COMPUTAÇÃO;6,0;;;
UNIVERSIDADE GAMA FILHO;CIÊNCIA DA COMPUTAÇÃO;4,8;;;
UNIVERSIDADE GAMA FILHO;CIÊNCIA DA COMPUTAÇÃO;30,1;;;
UNIVERSIDADE GAMA FILHO;CIÊNCIA DA COMPUTAÇÃO;57,8;;;
UNIVERSIDADE GAMA FILHO;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE GAMA FILHO;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE GAMA FILHO;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE GAMA FILHO;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE GAMA FILHO;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE GAMA FILHO;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE FEDERAL DE UBERLÂNDIA;CIÊNCIA DA COMPUTAÇÃO;4,0;;;
UNIVERSIDADE FEDERAL DE UBERLÂNDIA;CIÊNCIA DA COMPUTAÇÃO;5,0;;;
UNIVERSIDADE FEDERAL DE UBERLÂNDIA;CIÊNCIA DA COMPUTAÇÃO;8,0;;;
UNIVERSIDADE FEDERAL DE UBERLÂNDIA;CIÊNCIA DA COMPUTAÇÃO;16,0;;;
UNIVERSIDADE FEDERAL DE UBERLÂNDIA;CIÊNCIA DA COMPUTAÇÃO;5,0;;;
UNIVERSIDADE FEDERAL DE UBERLÂNDIA;CIÊNCIA DA COMPUTAÇÃO;1,0;;;
UNIVERSIDADE FEDERAL DE UBERLÂNDIA;CIÊNCIA DA COMPUTAÇÃO;3,0;;;
UNIVERSIDADE FEDERAL DE UBERLÂNDIA;CIÊNCIA DA COMPUTAÇÃO;3,0;;;
UNIVERSIDADE FEDERAL DE UBERLÂNDIA;CIÊNCIA DA COMPUTAÇÃO;2,0;;;
UNIVERSIDADE FEDERAL DE UBERLÂNDIA;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE CATÓLICA DE PELOTAS;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE CATÓLICA DE PELOTAS;CIÊNCIA DA COMPUTAÇÃO;6,3;;;
UNIVERSIDADE CATÓLICA DE PELOTAS;CIÊNCIA DA COMPUTAÇÃO;18,8;;;
UNIVERSIDADE CATÓLICA DE PELOTAS;CIÊNCIA DA COMPUTAÇÃO;12,5;;;
UNIVERSIDADE CATÓLICA DE PELOTAS;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE CATÓLICA DE PELOTAS;CIÊNCIA DA COMPUTAÇÃO;6,3;;;
UNIVERSIDADE CATÓLICA DE PELOTAS;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE CATÓLICA DE PELOTAS;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE CATÓLICA DE PELOTAS;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE CATÓLICA DE PELOTAS;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE DE PASSO FUNDO;CIÊNCIA DA COMPUTAÇÃO;15,4;;;
UNIVERSIDADE DE PASSO FUNDO;CIÊNCIA DA COMPUTAÇÃO;9,6;;;
UNIVERSIDADE DE PASSO FUNDO;CIÊNCIA DA COMPUTAÇÃO;1,9;;;
UNIVERSIDADE DE PASSO FUNDO;CIÊNCIA DA COMPUTAÇÃO;5,8;;;
UNIVERSIDADE DE PASSO FUNDO;CIÊNCIA DA COMPUTAÇÃO;1,9;;;
UNIVERSIDADE DE PASSO FUNDO;CIÊNCIA DA COMPUTAÇÃO;5,8;;;
UNIVERSIDADE DE PASSO FUNDO;CIÊNCIA DA COMPUTAÇÃO;13,5;;;
UNIVERSIDADE DE PASSO FUNDO;CIÊNCIA DA COMPUTAÇÃO;9,6;;;
UNIVERSIDADE DE PASSO FUNDO;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE DE PASSO FUNDO;CIÊNCIA DA COMPUTAÇÃO;1,9;;;
UNIVERSIDADE DE PASSO FUNDO;CIÊNCIA DA COMPUTAÇÃO;40,0;;;
UNIVERSIDADE DE PASSO FUNDO;CIÊNCIA DA COMPUTAÇÃO;60,0;;;
UNIVERSIDADE DE PASSO FUNDO;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE DE PASSO FUNDO;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE DE PASSO FUNDO;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE DE PASSO FUNDO;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE DE PASSO FUNDO;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE DE PASSO FUNDO;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE DE PASSO FUNDO;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE DE PASSO FUNDO;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;CIÊNCIA DA COMPUTAÇÃO;3,5;;;
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;CIÊNCIA DA COMPUTAÇÃO;18,8;;;
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;CIÊNCIA DA COMPUTAÇÃO;12,5;;;
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;CIÊNCIA DA COMPUTAÇÃO;20,1;;;
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;CIÊNCIA DA COMPUTAÇÃO;6,9;;;
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;CIÊNCIA DA COMPUTAÇÃO;3,5;;;
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;CIÊNCIA DA COMPUTAÇÃO;2,8;;;
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;CIÊNCIA DA COMPUTAÇÃO;4,2;;;
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;CIÊNCIA DA COMPUTAÇÃO;2,1;;;
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE PRESBITERIANA MACKENZIE;CIÊNCIA DA COMPUTAÇÃO;17,9;;;
UNIVERSIDADE PRESBITERIANA MACKENZIE;CIÊNCIA DA COMPUTAÇÃO;31,3;;;
UNIVERSIDADE PRESBITERIANA MACKENZIE;CIÊNCIA DA COMPUTAÇÃO;8,2;;;
UNIVERSIDADE PRESBITERIANA MACKENZIE;CIÊNCIA DA COMPUTAÇÃO;5,1;;;
UNIVERSIDADE PRESBITERIANA MACKENZIE;CIÊNCIA DA COMPUTAÇÃO;3,6;;;
UNIVERSIDADE PRESBITERIANA MACKENZIE;CIÊNCIA DA COMPUTAÇÃO;0,5;;;
UNIVERSIDADE PRESBITERIANA MACKENZIE;CIÊNCIA DA COMPUTAÇÃO;1,0;;;
UNIVERSIDADE PRESBITERIANA MACKENZIE;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE PRESBITERIANA MACKENZIE;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE PRESBITERIANA MACKENZIE;CIÊNCIA DA COMPUTAÇÃO;0,5;;;
UNIVERSIDADE FEEVALE;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE FEEVALE;CIÊNCIA DA COMPUTAÇÃO;16,3;;;
UNIVERSIDADE FEEVALE;CIÊNCIA DA COMPUTAÇÃO;5,4;;;
UNIVERSIDADE FEEVALE;CIÊNCIA DA COMPUTAÇÃO;5,4;;;
UNIVERSIDADE FEEVALE;CIÊNCIA DA COMPUTAÇÃO;37,0;;;
UNIVERSIDADE FEEVALE;CIÊNCIA DA COMPUTAÇÃO;18,5;;;
UNIVERSIDADE FEEVALE;CIÊNCIA DA COMPUTAÇÃO;4,3;;;
UNIVERSIDADE FEEVALE;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
UNIVERSIDADE FEEVALE;CIÊNCIA DA COMPUTAÇÃO;0,0;;;
